Spotify Album ID,Album Name
2HYc4BHptMvX78fxda7eUl,"Legend Of The Liquid Sword"
4QMKELvG0VNODbiFigj4K9,"Beneath The Surface"
1i4Ju3OL0Tq6QaAO2OUVdE,"Liquid Swords (Expanded Edition)"
3k8xoyOXkGgZxUKgpmxz4P,"Liquid Swords"
6f6xuaTq2XyEHglKlytvfI,"She Loves Me Not"
0WTbakti0wLCq4siScUHrR,"She Loves Me"
1xCKiAlvCNXEVV8RGPysQQ,"Dead of Winter"
0tBztqZTySb2O72AC46IPD,"$Cribble"
1Xj9gNWq4OTTBZuijDMJco,"Dichotomy"
6A0ov10GAYba0hXbihC7qg,"Venus Flytrap"
0OBqnxW3B1VGMl6IZUovo4,"DMT Sessions"
4GsqF2bFQ98bkfrsdiYYoB,"Suspended Extended: Subatomic Jetpack Edition"
2AUGRbkkhMssgFvV925Jkl,"I Aint Cha Homey"
4Cd1YiKXYz8TARcXWS2akh,"Suspended Animation"
0vgVdpa5oib9mHkBMrsVBt,"Bootleg (From the Lost Vault) Vol. 1"
5Gcn510ChWb8sraOAGF2XO,"Boomin Words From Hell"
5m1cgsXtWaEcskOfcnMKOk,"Sacrificial Lambz"
6XWC9pyGvmzWUpLRKg15Aq,"A-1 Yola"
3Fk8uExy8AeHVbGGWfXWDj,"Repentance"
5qqvGRNMPiVUquBvPHidDV,"Tongues"
20XGSvr3HGdeRd3jFCDVkd,"Mail Dominance"
1wZu2cRBQZoSNGU77nA3VS,"Bruce Wayne (Gotham City 1987)"
5wJXKRRvP7VGU1hmCgRICP,"Dead Flowerz"
56qqCeRRLLtfdwj0Ikjiy7,"Closed Casket"
3m0cOaqSxd3qhzPH3S4JVT,"KKKill The Fetus"
3ZMhqJM9SyopYJRiWRt5BB,"Judgement Day"
0b3VGaoEN6nVMg5iOTUnyh,"Boomin' Words from Hell (Classics Remastered)"
0EmCH3tGiC9pjgIhxsqg4e,"Endorphins"
21sofiD2YYtvZmeYKVjPf8,"SPACEMAN"
6VEeAnUPnua3wdHUqxWUha,"SPACEMAN"
2P2luWihsR2GeEhlHDBWFG,"Imani, Vol. 1 (Instrumentals)"
3iJ6a4ZkifqzLRgClVsemH,"Imani, Vol. 1 (Instrumentals)"
266ejlox6mL49mNFMmDwQj,"Imani (Vol. 1)"
3v9dvHIJkRTWi1ue7qN6xF,"Imani Vol. 1"
2FtC0jhGk9Bn4O46kbQ5d0,"Melodica"
2Yj68gAz1cESYUeznaWJfg,"The Craft"
0DyXkWHnFMIJSuHfLgNfcc,"Blazing Arrow"
5OBeQ4j6IJcJveWx8hCMwE,"Blazing Arrow"
1xWGfd2Fh2VKSo9Otw1u9C,"Nia"
1nQZU0TKnSaDIAUBIsRVYY,"Nia"
3p6jhqOzFLzlC50KKv629I,"Nia"
6Gdb08xMplbl9EpoN53Sfy,"The Rehab (Remix)"
4JlA01SxmYBpyvLTpcZl3N,"10 Pints"
4ZWqFRmtfX8oVym4CA07oh,"10 Plugs"
0o4bpPOagd1f8rAh0krDkc,"10 Pints"
3XuCZOrKtWPG9CXmX7EN10,"The Rehab"
5ZIAAbPTKcVEL0MzPT4aYP,"The Natural 2 & The Rehab (Deluxe Edition)"
0UVIVmUpgvVFaTED3anEyv,"Before the Beast"
18kCV5mYXFI0xrE5N7cBc4,"Gas 2 - Gangsta & Street 2"
5F0wR8YxHsRSeASvyMrJaT,"No Place for Me"
1uS79las7phXa4KjTdUcqj,"Letter to the Label"
5PHFMhy6wx5GkVaXRfLZoX,"I'm the Shit 153"
2eBJj0XecZmGYHz9ofT86Y,"Live Loyal Die Rich"
2G0qi4IfwxictGCe2qDMwx,"Im the Shit 98"
5YSHDMpxORYWrHzsK4bhRD,"Welcome to the Dirty Dime"
251Ic6KjTObTBGoihPRgTH,"There Will Be Blood Vol 1"
2jYdjOE7QapeQT2lha95An,"The Rehab Screwed"
36rHjNhx2vhiB9rO0VmdCn,"I'm the Shit 44"
1I2hYH94sTm2kmmtuVJ2Gm,"There Will Be Blood Vol 2"
4vJv8QW1a2rufcnRBkPMLA,"My Interview"
2exN5CG5L7FBmBzzDILGh9,"Terminate On Sight"
0kFCFHWkJvK01ZdRiZoGbY,"Free Young Buck"
1Nkmu8I03tw9nFrnBDcfAW,"Get Buck - The Official Mixtape"
0mLMHIlK1zuM9vZ80ZIhJ8,"Buck to the Future"
5mF1VtLtJBBPdjHVl6TM9f,"Get Buck Bitch"
162xBbnYc1nnAiI11nrIXD,"Dead Wrong Mixtape"
5yf7koPoncOhf1p3wi8zfc,"Im the Shit 4"
6uVp7agX8sdNMLAdp4gCtR,"I'm the Shit 193"
2cLRWKpDrtmzCHV5FQJymM,"Only God Can Judge Me"
4ZpYRHTysrma951c3WGbiX,"Salute to the Streetz"
3QZHbg7ANPXmrEHuJxDvV7,"Touch the Ceiling"
4uAMMfcqOJ74Gm4wcbFDPl,"Cashville's Greatest"
6QfWdjKiRvxCsQSl1PGJtl,"Old Hustle, Young Money V2"
4OFgMV3X0wqAxH6Y3If8HO,"Young Buck Unlimited"
1yNJ94NIQGGypRTxjKzRwY,"Still Ten-a-Key Pt. 2"
4R7lKGvn9EDBdhVYrb8RJa,"Welcome to the Hood"
3ugNsatSEYQTPqq3fyuueQ,"Bury Me a G"
0sKb987mxVTyhMUFmmccoy,"The Taped Conversation"
2b1r8sUpCsfNHevjSmz5NC,"Free Young Buck"
0rgYZhr4MyzrgjF1cT80X7,"Life After G-Unit"
18qWt2wgk8gEUjHDUHP3bT,"G-Unit Nemesis"
2gVzdhUVKjxlOnH31Dj8aS,"The Best of Young Buck - The Buck You Thought"
1R8bueYa7ThQv1joYu5zrp,"King of the Trap"
1cSute8bBEp9QQGaSfsYcF,"Cashville Takeover"
0H75KrMC04ITghNn57ilyE,"Mr. Ten-a-Key Product of the South"
0MaKNmwS8JlqhiwWWtUzqb,"I AM TN - Young Buck Edition"
5NWllIr1HsbtcurFP6arNd,"Buck Marley"
3cDOPRXsBiqJSQJxhqMMda,"Mr 615"
1reXYBzmEMEOdXkV1EllaQ,"Back On My Buck Shit V2"
4EE8moUbEFKCMFWRf2z1Q8,"After the Unit 2"
0dr70QATCIxBVU8gqoPTUz,"Back for the Streets"
72i3ujcMZes3JkTXxrg0u9,"Erick Sermon History, Vol. 2 (Mixed by DJ Mel-A)"
09pnydzanfdX9uuAt4a16a,"Vernia (Clean)"
0t8TwS6qz71nR0O1ZCNetE,"Erick Sermon History (Mixed by DJ Mel-A)"
4r6cDwXkpNjjtuADRmkMJy,"Vernia"
5FuyqzgqpRw7Ms8HAKy1oT,"Green Eyed Remixes 2"
1SbcY0QQkv1oQWQB8flBzH,"E Double"
3k2ZKHGhbrrlU7PVVTlRr0,"The Funk Lord Instrumentals"
44X6RAcxrDvmLspIxjqxKc,"Green Eyed Remixes"
3LH6zvuR5segEpcaxTWiKq,"E.S.P. (Erick Sermon's Perception)"
4Eq9ZQgR9gbfEauEFGYPnH,"E.S.P. (Erick Sermon’s Perception)"
21yY4HmvfmEDeF64QntSC1,"E.S.P. (Erick Sermon’s Perception)"
5tX1y0SYdaGnxVQF883Gmz,"Breath Of Fresh Air"
3anJPXWlf5JSxuH8ko2ja6,"Chilltown, New York"
38FnkiUpV11GlWU2pZCas1,"Chilltown New York"
0dIb0kj24rJGq7NWr9G6Zj,"React"
1Z0bkFzNJoab98QGCYAzAN,"Music"
42gOvDA8rfvKVpqvliET3D,"Music"
7mUzxkBleB7QiVUw6wJsXU,"Music"
7fFfMxHdpbw9Yb88wTlRoo,"Def Squad Presents: Erick Onasis"
4ovaF7tV0i1Vd2HK3RhG1Q,"Insomnia: The Erick Sermon Compilation Album"
4aHeKJWUCmVuGkyuvAhwOF,"Double Or Nothing"
1i8XHvNdaPXRhoQW0IBycA,"No Pressure"
3zGtADK8O9cFL3x6B2yvsB,"Harverd Dropout"
7LCnucr55ED9hG7DmjURGq,"Harverd Dropout"
2VVvm4zJlUQm9XmBCvGN6z,"Lil Pump"
1jToVugwBEzcak8gJNZG2f,"GINGER"
3Mj4A4nNJzIdxOyS4yzOhj,"iridescence"
5c2AzoNyr46fCQM5d8mxE0,"SATURATION III"
0XnqQzdSFAml08XZoRt1St,"SATURATION II"
67smHJOf5YlFwad6dAlppm,"SATURATION"
48IFY1wERoy8Lac5FuXHpc,"ALL-AMERICAN TRASH"
3y4AaloFccKNLQcZNS9L8c,"Heavy Is The Head"
638lCIZmkUHZ25t7lvxTBI,"Gang Signs & Prayer"
5fkFWJ9LZizXE4yPenNGuy,"Gang Signs & Prayer"
061rinn9eo7RO7uAdDLZrF,"Dreamers Disease"
6tJKIc90Q5FuHbAWsrBPkI,"Back Home"
3ryIPwQMo4qQHA0G0OxRdL,"Back Home"
1aLy2KREtxbS7PN0iSfnNi,"Back Home"
6FjJhG0ooa3IPoSQZjGWr8,"Anticipation II"
4PNU2kK8yL1us1W8Y0u1h5,"Anticipation I"
5Pp9dmBGExH4FNLlaLsLde,"11"
69QRy6JZ8lFj1G2vEGJbVc,"11"
0DOSrX5RdPZhLBAuEmO6De,"28"
386PhgVu5tTA9a7ezSNo73,"28"
5gQtvMHA7yqdzKXrHpe63C,"Tremaine the Album"
178tfFUGBaquQPokY0JiOV,"Tremaine the Album"
3pKTKC0AAe3yTcXQLzvpSW,"Trigga Reloaded"
5B3aLRYTdY1KnWcWVDjjHs,"Trigga Reloaded"
0m8NYS3Trz6HLZnMAaFYiH,"Intermission I & II"
0kEgU7XiRXcJ7TptKepwxC,"Trigga (Deluxe)"
4v6GFk6AiIYseDgnhnhnZP,"Trigga"
00no0cywmc15sIIoys7kM9,"Trigga"
24IexOT10jPuK3MR6cS3ag,"Chapter V (Deluxe)"
6tipnwV81Zqn7SM5FSsyvh,"Chapter V"
5BEwruzVInEaispYjeNTlP,"Chapter V"
3sDoSYf2AKB2IegZmkISGD,"Passion, Pain & Pleasure (Deluxe Version)"
5Qex4ioxOJfHrnsWbt8Zlj,"Passion, Pain & Pleasure"
61PdQyk3HSwSM3tGy52NPS,"MTV Unplugged"
5ye4PUe62VoUMiGFDRuqBk,"The Birth Of Songz Demo"
1mSsccWmWvV5PWRGNdqjmZ,"Ready"
44jrX3SThj7pFjOzUTLm85,"Ready (Deluxe)"
4qJMqc9GvXKHS5bjodETPO,"Trey Day"
6vnUL0NxqV1JrBvYW1M2wn,"Trey Day"
7sPfDVisrecDYGwiwXeEgW,"I Gotta Make It"
210YajB8TWVJFeHJ2kbuzk,"Dunk Ride or Duck Down"
5HdRjzpt3T1ye0VITabFbG,"1990 Until..."
4he4GSV9mGIV7kJV6qe7tj,"Lost Sessions"
5cxXO8sploTlMOjx9Z3zHH,"How We Do It"
1OUoop3XxDb6LMDtnsIihw,"Back by Thug Demand (The Mixed Tape)"
4xoYog3aSmN6XZHzGTxP9M,"Back by Thug Demand"
2H4BDCgVRJroearfwIJlPE,"Back by Thug Demand"
5f9VbdZXw9dJYVaLCHu00m,"Back by Thug Demand"
2Ve8rF1LYTRGl3ZAI2z2YT,"Thug Matrimony: Married to the Streets"
75UMNyXTmLFzMcKJyA7vML,"Thug Matrimony: Married to the Streets (Edited Version)"
4uHDWJc09Axx36uN1VcUq7,"Thug Holiday"
3Yf1EXnBKpfdd1LMycHWWL,"Thug Holiday (Edited Version)"
2oJxBPqylFpSb60hOJ4DcH,"THUGS ARE US"
2Eb103250giY38O0y5Jwmd,"THUGS ARE US"
1gHm8xvy5B9lRR1O5dRFxe,"THUGS ARE US"
3uMUxlsJjZ30FQc0qwFdJC,"THUGS ARE US"
3GOuHgx0OeU8IIaDd5s9JG,"Book of Thugs: Chapter AK Verse 47"
10HpCsZ0j0aBpCeg0wTKhR,"Book of Thugs: Chapter AK Verse 47"
4HMN5pRuHF88SzZoXtJsHM,"www.thug.com (Explicit Version)"
36up5M7RhoKW01bq0TF7nL,"www.thug.com"
12qi6yn4Vbn2EdZU0xm3wy,"Based On A True Story"
7cyz31BpTdkWTKZQqeSmWb,"Based On A True Story"
1DJ5jL2YvtMlR18u0CzMNn,"FIRST SERVE (2020 remastered version)"
6spi3faBh90zAqXiz9f7FZ,"FIRST SERVE (Instrumental version)"
280hvW88mUFN9tUQOMCLLZ,"and the Anonymous Nobody..."
6wbu9p66ApeI199IwT7Fnz,"and the Anonymous Nobody..."
2oZJWv0aUh4vn9jelnH4ld,"and the Anonymous Nobody... (Instrumental)"
3LYvDGtOCYE9sAXUVZ9elI,"and the Anonymous Nobody... (Instrumental Version)"
1RmcAYmGiRHFBjhgkrg3AA,"The Grind Date"
6pA5vsn22nBSarlpib38QR,"The Grind Date"
2ZTutAjJEBw4mA5t4Edg1d,"Doom Days (This Got Out Of Hand Edition)"
1zYfRw1pKwhdlH5b08nE3p,"Doom Days (This Got Out Of Hand Edition)"
2QzbL1DICo4xZnWr8Sw4fF,"Doom Days"
3cGGFGQJ027VtMknlIHNNi,"Other People’s Heartache (Pt. 4)"
1qKjUIVG8KmtYceDBWjfqE,"Wild World (Complete Edition)"
34ATkMGEbqgynNh7DJdc6e,"Wild World (Complete Edition)"
5NfeW0DqFVT3Su3kHBgTf4,"Wild World"
1YXsPGQingGkJZLA8uuQNL,"VS. (Other People’s Heartache, Pt. III)"
0Cl4Hx5RlNAvSjLuow2oIP,"All This Bad Blood (Belgian Edition)"
0mmbozH1bdOiW7m7kAgy7L,"All This Bad Blood"
5G6oMu9zNW2acdV0lqzI3L,"All This Bad Blood"
32xPzu88bmeZHZBsTYI0ml,"Remixed"
7tZbWBHP4ffdYgLo4jJvd7,"Bad Blood"
64fQ94AVziavTPdnkCS6Nj,"Bad Blood"
4ryAA4FHOpmuSKCB27jioV,"Bad Blood"
1jUoeAbO2HCADZ1uiyLYIo,"Bad Blood"
5PDnd8Hf6JDy6MmkAcyGZB,"Bad Blood"
5rqmgRnkfoB4yPHla9bmOl,"Bad Blood (The Extended Cut)"
0XmBdPGkpYWFrj9bv4kmc1,"Bad Blood (The Extended Cut)"
600iYJoPhPTg7k1cPqTwnL,"Bad Blood (The Extended Cut)"
6lpKs2PPj9w9WHdt7E6thd,"PIL 2"
0Zd18i9wkHyAIS35NJZRmZ,"PIL 2"
2gBIN9uSnZjf0mb3FjwEnb,"R.U.L.E."
5H5pUytLU7iBbKUcbRemlS,"R.U.L.E."
21F2ldSdZCXng89cS3fUj9,"Blood In My Eye"
0O11EhdLUWCOErqA4Xm3b6,"Blood In My Eye"
2O03gmNUcMa2IRxxOgBA3j,"Blood In My Eye"
6x7ohjhYzzmCglAT4TD9T9,"Pain Is Love"
4SX6H4gQKXHuWEFpFHhuHr,"Blood In My Eye"
1XJ5cvwBXVFq30e2ZCsguE,"The Last Temptation"
0rLZHGRrjPwwUTfEPNTawc,"The Last Temptation"
7HQJPTQwijtIlnOLwT0nTX,"The Last Temptation"
3taQpNSx8vosisA05xlvfk,"The Last Temptation"
1yjlFN6hFs0uOjFRkjFow0,"The Last Temptation"
15tmDweVwISwJoMSLgvHpp,"Pain Is Love"
2iIIgsaTEtVjDhrV7HKDJC,"Pain Is Love"
2wMavIKnu6feFNOeQ1hVwf,"Pain Is Love"
0W0FmcoGLBTsjaiKEDjl5L,"Pain Is Love"
2PIXzzS8WEzv8Ws92qspEH,"Rule 3:36"
64PjDN73OLJk7tAUbaeH3V,"Rule 3:36"
07xrKznMcWdXvsGLK3UFIJ,"Venni Vetti Vecci"
6Idh5uGkn4CJlZfiWnFb6v,"Venni Vetti Vecci"
2p6U9GzZQwAYNi7PewcMnx,"Truth Crushed To Earth Shall Rise Again"
2z37UnazitI7yDEF0IjE0v,"House of Pain (Fine Malt Lyrics)"
1rutlpOFa04j9xZXfWEijZ,"Same As It Ever Was"
4S11BkiF6V6aRahsLAX9OJ,"Same As It Ever Was"
11AncjVTiUt9J85tqzzkRj,"Certified Hitmaker (AVA Leak)"
0pon3OZJlKnrGCdEdwBfcn,"Certified Hitmaker (AVA Leak)"
2a1AHCq835BXUcX1aTTWqQ,"Certified Hitmaker"
74yq6OXzvstxmRD2cdfRNe,"Certified Hitmaker"
0y1rJ1B0Q9MqxX9Svuyuyp,"Certified Hitmaker"
6EnJDZH8CaVIFYuP5CqzAX,"Certified Hitmaker"
6lggWd5q9Rh66OkDE1eNDr,"Northsbest (Extended)"
1swAVGWvvjHx0g1iS0Sx6T,"Northsbest (Extended)"
4xXjsyeUxgEUJtRU9Ftpbv,"Nunca Vemos Nada"
3c6EMkSTwMjEwAY9PMfSuS,"Caminata"
3kXUPuwSmjQiyCgPIDeZW1,"Verdugo"
1W59PtaVTBI49zFwBeBhlV,"Rap De Horror"
0QcZ0udPMK7JkcZW3ptDXV,"Floor Seats II"
5RAYt0yJKxqVmJkMNlejUF,"Floor Seats II"
6bI4IQKBcLX0KsTjQ9NR97,"Floor Seats"
5VJU62qUloGhBBZMsUZuua,"Floor Seats"
0tQ7Iu6EicQTPyhYRNWjaT,"Still Striving"
2KL69PNxJkQl3NWXMMkAby,"Still Striving"
2h5LDCGJCWUyaoEXQZHky6,"ALWAYS STRIVE AND PROSPER"
